Mumbai,"With names like Moon Over Mumbai and Light My Sapphire, these polishes are intriguing indeed.Some Far East holiday itineraries include tear-shaped Sri Lanka, JapanÃ¢s Nagasaki and Mumbai Ã¢ a heady mix of bhajis, bazaars and Bollywood.Mumbai is one of the most important centers in India for the production of cotton textiles.He sculpted the marble statue Major General Sir John Malcolm (1836) for Old Town Hall, Mumbai.The history of tiffin box carriers run parallel to the history of Mumbai 's development.Mumbai 's tiffin carriers have achieved a level of service to which Western businesses can only aspire.Mumbai, India is home to the largest IMAX DOME theater in the world, with the area of the screen totaling 12,700 sq. ft.Classics like Bubble Bath and I'm Not Really a Waitress are included, along with other favorites like My Private Jet, Pink Flamenco and Moon Over Mumbai.When terrorists were bombing Mumbai, they used twitter to coordinate their movements - and the police later used twitter to help track and stop the attacks.The OR command can be shortened to a vertical bar (| ), as in [outsourcing Bombay | mumbai] .The film is set in Mumbai, India, and covers the story of an unfortunate teen who participates in the Indian version of the popular game show, Who Wants to Be a Millionaire.The word usage examples above have been gathered from various sources to reflect current and historical usage. They do not represent the opinions of YourDictionary.com.Verbs describe an action. That makes sense, right? Without them, we wouldn't know whether Victoria vanished into the mist or simply vacated through the garden gate. Most verbs take the subject of the sentence (in this case, Victoria) and mobilize it into some form of action. Of course, there are other types of verbs (such as helping and linking verbs) and there's more of that to come. In the meantime, enjoy this voluminous list of verbs that start with ""v.""Women have made remarkable contributions to the field of medicine since the beginning of human existence. However, once women around the world were permitted to graduate from medical schools, their accomplishments became more influential and far-reaching. Take a look at the first female doctors around the world and what they did to put their names in the history books."
Nairobi,"A half-day drive brings us back into Nairobi where the trip finishes mid afternoon.Her husband, Justin, a faceless, government bureaucrat at the British High Commission in Nairobi sets out to find the killer.Shanty Town Project We, the year seven's were asked to build a shanty house following our resent studies on shanty Town Project We, the year seven's were asked to build a shanty house following our resent studies on shantytowns in Nairobi.Shanty Town Project We, the year seven 's were asked to build a shanty house following our resent studies on shantytowns in Nairobi.Different midways sport African names - Timbuktu, Egypt, Nairobi, and Congo - and the corresponding ride names also reflect African associations.Nairobi is built on the Athi plains, at the foot of the Kikuyu hills and 545 0 ft.The site of Nairobi was selected as the headquarters of the Uganda railway, and the first buildings were erected in 1899.In 1902 the surrounding highlands were found to be suitable for European settlement, and Nairobi speedily grew in importance; in 1907 the headquarters of the administration were transferred to it from Mombasa.The word usage examples above have been gathered from various sources to reflect current and historical usage. They do not represent the opinions of YourDictionary.com.The Kenyan political leader Thomas Joseph Mboya (1930-1969) was one of the principal leaders of

Kenya's independence movement. His tragic death undoubtedly prevented him from fulfilling a career as one of the great East Africans of the 20th century.East Africa's best-known woman author, Grace Emily Akinyi Ogot (born 1930) wrote novels and short stories. She also became an important political figure in modern Kenya."
Maharastra,There are no sentences for this word yet. Try again using the search bar above.
Karnataka,There are no sentences for this word yet. Try again using the search bar above.
Bengaluru,There are no sentences for this word yet. Try again using the search bar above.
Telengana,There are no sentences for this word yet. Try again using the search bar above.
Hyderabad,"The nizam of the Deccan established himself at Hyderabad, comparatively near the headquarters of the peshwa.There are also mines in the Hyderabad state from which a small amount of gold is produced.Bhopal is the principal Mussulman state in central India, ranking next to Hyderabad among the Mahommedan states of India.But the invaders appear to have acquired only an imperfect possession of the country, as it was again wrested from the Hindu princes of Orissa about the year 1571, during the reign of Ibrahim, of the Kutb Shahi dynasty of Hyderabad or Golconda.At the close of the war with Tippoo Sultan in 1792, these territories fell to the share of the nizam of Hyderabad, by whom they were ceded to the British in 1800, in return for protection by a force of British troops to be stationed at his capital.Under the original settlement concluded by the treaties of 1853 and 1860 the revenues of the province were assigned primarily for the maintenance of the Hyderabad contingent, such surplus as accrued from year to year being made over to the nizam, while the province itself was administered in trust by the government of India through the resident at Hyderabad.Here he gained several victories, and in conjunction with the famous general, Mir Jumla, who had deserted from the king of Golconda, he seized and plundered the town of Hyderabad, which belonged to that monarch.In 1724 the Nizam-ul-Mulk Asaf Jah established the independent line of the nizams of Hyderabad, and thenceforth the latter claimed to be de jure sovereigns of Berar, with exception of certain districts (Mehkar, Umarkhed, &c.) ceded to the peshwa in 1760 and 1795.At last the British government had to intervene effectively, and in 1853 a new treaty was signed with the nizam, under which the Hyderabad contingent was to be maintained by the British government, while for the pay of this force and in satisfaction of other claims, certain districts were ""assigned"" to the East India Company.It was these ""Hyderabad Assigned Districts"" which were popularly supposed to form the province of Berar, though they coincided in extent neither with the Berar of the nizams nor with the old Mogul province.Many Sikhs are also to be found in the native regiments of east and central Africa and of Hyderabad in the Deccan, and they compose a great part of the police force in the treaty ports of China.It extended over the whole of Bombay into Hyderabad and affected the northern districts of Madras.The old mines have now been completely abandoned, but in 1891 about moo carats were being raised annually in the neighbourhood of Hyderabad.The Victoria, 180 carats, was cut from an octahedron weighing 4572 carats, and was sold to the nizam of Hyderabad for £400,000.A few years later the emperor's viceroy in Ahmednagar, the nizam-al-mulk, threw off his allegiance and established the seat of an independent government at Hyderabad (1724).This vast tract comprehends the chief provinces now distributed between the presidencies of Madras and Bombay, together with the native states of Hyderabad and Mysore, and those of Kolhapur, Sawantwari, Travancore, Cochin and the petty possessions of France and Portugal.In the great Mahommedan state of Hyderabad the proportion is only 10%.The remainder are scattered all over India, but are most numerous in Hyderabad, the Central India Agency, and the Central Provinces.Artistic pottery is made at Hyderabad, Karachi, Tatta and Hala, and also at Multan and Lahore in the Punjab.Here he was obliged by the temper of his army to retrace his steps, and retreat to the Jhelum, whence he sailed down the river to its confluence with the Indus, and thence to Patala, probably the modern Hyderabad.At Taxila (DehriShahan) and Nicaea (Mong) in the northern Punjab, at Alexandria (Uchch) in the southern Punjab, at Patala (Hyderabad) in Sind, and at other points along his route, he established military settlements of Greeks or allies.Another scion claiming the same high descent lingers to the present day near the ruins of Vijayanagar, and is known as the raja of Anagundi, a feudatory of the nizam of Hyderabad.In the Deccan proper, the Nizam-ul-Mulk founded an independent dynasty, with Hyderabad for its capital, which exercised a nominal sovereignty over the entire south.Disputed successions at Hyderabad and at Arcot supplied his opportunity.In the same year Clive despatched a force southwards under Colonel Forde, which captured Masulipatam from the French, and permanently established British influence throughout the Northern Circars, and at the court of Hyderabad.French regiments guarded and overawed the nizam of Hyderabad.The French battalions at Hyderabad were disbanded and the nizam bound himself by treaty not to take any European into his service without the consent of the British government - a clause since inserted in every engagement entered into with native powers.That year also saw British administration extended to the Berars, or the assigned districts which the nizam of Hyderabad was induced to cede as a territorial guarantee for the subsidies which he perpetually kept in arrear.On his return to India in 1796 he became military secretary to Sir Alured Clarke, commander-in-chief at Madras, and afterwards to his successor General Harris; and in 1798 he was appointed by Lord Wellesley assistant to the resident at Hyderabad.It reappeared early next year, in the same locality, when it extended to Sind as far as Hyderabad, and in another direction south-east as far as Ahmedabad and Dhcllerah.In 1687 the Circars were added, along with the empire of Hyderabad, to the extensive empire of Aurangzeb.They abandoned it subsequently, and transferred their capital to Hyderabad, when the town at once began to decline.By the partition treaty of Hyderabad (1804) these ceded territories in Berar were transferred to the nizam, together with some tracts about Sindkhed and Jalna which had been held by Sindhia.The Nizam, now in the possession of the nizam of Hyderabad, is supposed to weigh 277 carats; but it is only a portion of a stone which is said to have weighed 440 carats before it was broken.In 1895, after long discussion, the old presidency system was abolished and the whole army was placed under one commander-in-chief, though it was not till 1904 that the native regiments of cavalry and infantry were re-numbered consecutively, and the Hyderabad contingent and a few local battalions were incorporated with the rest of the army.In respect, however, of both the number and size of its mines Bengal comes easily first, with seven-eighths of the total output, the largest mines being those of Raniganj, Jherria, and Giridih, while the Singareni mine in Hyderabad comes next.The word usage examples above have been gathered from various sources to reflect current and historical usage. They do not represent the opinions of YourDictionary.com.
Abū-l A'lāMawdūdī(1903-1979) was a Muslim writer and religious and political leader in the Indian sub-continent. He was the founder and head of the fundamentalist religio-political party, the Jamā'at-i Islāmī."
Odisha,There are no sentences for this word yet. Try again using the search bar above.
Bhubaneswar,There are no sentences for this word yet. Try again using the search bar above.
Gujurat,There are no sentences for this word yet. Try again using the search bar above.
Gandhinagar,There are no sentences for this word yet. Try again using the search bar above.
Bihar,"It is found chiefly where the Buddhist religion prevailed in ancient times, in Bihar and along the foot of the Himalayas and in western India, where it particularly flourishes in the neighbourhood of the Buddhist caves at Ajanta.The chief centres of production are Bihar in Bengal, and the district of the United Provinces of Agra and Oudh lying along the Gangetic valley, and north of it, of which the produce is known as Bengal opium.Neither could forgive Tisza for repudiating his earlier Radical policy, the so-called Bihar Programme (March 6, 1868), which went far beyond the Compromise in the direction of independence, and both attacked him with a violence which his unyielding temper, and the ruthless methods by which he always knew how to secure victory, tended ever to fan into fury.The Fonacza cave, in the county of Bihar, has also yielded fossils.Besides the Hansag, the other principal marshes are the Sari-et, which covers a considerable portion of the counties of Jasz-Kun-Szolnok, Bekes and Bihar; the Escedi Lap in the county of Szatmar; the Szernye near Munkacs, and the Alibunar in the county of Torontal.From 1867 onwards his influence continued to increase, despite the rupture of his party, which he reconstructed at the conference of Nagyvarad (March 17, 1868), when the famous Bihari pontok, or articles of Bihar, were subscribed.The word usage examples above have been gathered from various sources to reflect current and historical usage. They do not represent the opinions of YourDictionary.com.Rajendra Prasad (1884-1963) was an Indian nationalist and first president of the Republic of India. He was an important leader of the Indian National Congress and a close coworker of Gandhi.Jayaprakash Narayan (1902-1979), Indian nationalist and social reform leader, was India's leading indigenous critic after Mohandas Gandhi."
Patna,"In 1905 the five Oriya states of Bamra, Rairakhol, Sonpur, Patna and Kalahandi were transferred from the Central Provinces to Bengal.In 1905 the greater part of Sambalpur district, with the feudatory states of Bamra, Rairakhol, Sonpur, Patna and Kalahandi, were transferred to Bengal, while the feudatory states of Chang Bhakar, Korea, Surguja, Udaipur and Jashpur were transferred from Bengal to the Central Provinces.All its north-eastern factories, from Balasore, on the Orissa coast, to Patna, in the heart of Behar, belonged to the ""Bengal Establishment,"" and as British conquests crept higher up the rivers, the term came to be applied to the whole of northern India.Glass is made in several parts of India - as Patna and Mysore - by very simple and primitive methods, and the results are correspondingly defective.But since the advent of British administration the history of Bengal has substantially been a record of prosperity; the teeming population of its river valleys is one of the densest in the world, and the purely agricultural districts of Saran and Muzaffarpur in the Patna division support over 900 persons to the square mile, a number hardly surpassed elsewhere except in urban areas.It divides the province into two almost equal portions; north of the river lie the districts of Saran, Champaran, Tirhoot, Purnea, and part of Monghyr and Bhagalpur, and south of it are Shahabad, Patna, Gaya, the Santal parganas, and the rest of Monghyr and Bhagalpur.Patna in Bengal is the chief market for the Nepal trade; Diwangiri and Udalguri for Assam, and Darjeeling and Kalimpong for Sikkim and Chumbi.There are still some manufactures of silk and muslin, but trade has deserted Behar in favour of Patna and other places more favourably situated on the river Ganges and the railway, while the indigo industry has been ruined by the synthetic products of the German chemist, and the English colony of indigo planters has been scattered abroad.The Ganges enters the province near the town of Buxar, flows eastward and, passing the towns of Dinajpur, Patna, Monghyr and Colgong, leaves the province at Rajmahal.The Behar Opium Agency has its headquarters at the town of Patna.According to tradition, it was his grandson, Udaya, who founded the city of Pataliputra (Patna) on the Ganges, which under the Maurya dynasty became the capital not only of Magadha but of India.The opium, known as "" provision opium,"" is manufactured in government factories at Patna and Ghazipur, and sold by auction at Calcutta for export to China.Opium is issued for local consumption in India from the government manufactories at Ghazipur and Patna in the Behar and Benares Agencies, and sold through private retailers at a monopoly price.In 1657 Hugli became the head agency in Bengal, with Balasore and Cossimbazar in the Gangetic delta and Patna in Behar under its control.The British, the French and the Dutch had each factories at Cossimbazar, as well as at Dacca, Patna and Malda.Mir Jafar was anxious to buy off the shahzada, who had already invested Patna.Clive had left behind him no system of government, but merely the tradition that unlimited sums of money Massacre y y of Patna.A force of 2000 sepoys was cut to pieces at Patna, and about 200 Englishmen in various parts of the province fell into the hands of the Mahommedans, and were subsequently massacred.Shah Alam, who had now succeeded his father as emperor, and Shuja-udDaula, the nawab wazir of Oudh, united their forces, and threatened Patna, which the British had recovered.In the following year the same general advanced from Patna into the valley of Katmandu, and finally dictated the terms which had before been rejected, within a few miles of the capital.In the following year the sepoys of the Bengal War army mutinied, and all the valley of the Ganges from Patna to Delhi rose in open rebellion.If the present limits be slightly extended in either direction so as to include Delhi and Patna, the United Provinces would contain the area on which almost the whole drama of Indian history has been played.The pilgrim next entered on a circuit of the most famous sites of Buddhist and of ancient Indian history, such as Ajodhya, Prayaga (Allahabad), Kausambhi, Sravasti, Kapilavastu, the birth-place of Sakya, Kusinagara, his death-place, Pataliputra (Patna, the Palibothra of the Greeks), Gaya, Rajagriha and Nalanda, the most famous and learned monastery and college in India, adorned by the gifts of successive kings, of the splendour of which he gives a vivid description, and of which traces have recently been recovered.The opium industry in Bengal is a government monopoly, under the control of officials residing respectively at Patna and Ghazipore.The opium manufactured at Patna is of two classes, viz.The average quantity boiled each day is from six to eight chests of Patna opium, this being the only kind used.""It consists of the provinces of Behar, Orissa and Chota Nagpur, and the western portion of the Ganges valley, but without the provinces of Northern and Eastern Bengal; and is divided into the six British divisions of the presidency, Bhagalpur, Patna, Burdwan, Chota Nagpur and Orissa, and various native states.The province was reconstituted in 1905, when the Chittagong, Dacca and Rajshahi divisions, the district of Malda and the state of Hill Tippera were transferred from Bengal to a new province, Eastern Bengal and Assam; the five Hindi-speaking states of Chota Nagpur, namely Chang Bhakar, Korea, Sirguja, Udaipur and Jashpur, were transferred from Bengal to the Central Provinces; and Sambalpur and the five Oriya states of Bamra, Rairakhol, Sonpur, Patna and Kalahandi were transferred from the Central Provinces to Bengal.The province of Bengal, therefore, now consists of the thirty-three British districts of Burdwan, Birbhum, Bankura, Midnapore, Hugh, Howrah, Twenty-four Parganas, Calcutta, Nadia, Murshidabad, Jessore, Khulna, Patna, Gaya, Shahabad, Saran, Champaran, Muzaffarpur, Darbhanga, Monghyr, Bhagalpur, Purnea, Santal Parganas, Cuttack, Balasore, Angul and Khondmals, Puri, Hazaribagh, Ranchi, Palamau, Manbhum, Singhbum and Sambalpur, and the native states of Sikkim and the tributary states of Orissa and Chota Nagpur.Opium is grown in Behar with its head station at Patna.The northern part, Behar, constituted the ancient kingdom of Magadha, the nucleus of the imperial power of the successive great dynasties of the Mauryas, Andhras and Guptas; and its chief town, Patna, is the ancient Pataliputra (the Palimbothra of the Greeks), once the capital of India.In 1620 one of the Company's factors dates from Patna; in 1624-1636 the Company established itself, by the favour of the emperor, on the ruins of the ancient Portuguese settlement of Pippli, in the north of Orissa; in 1640-1642 an English surgeon, Gabriel Boughton, obtained establishments at Balasore, also in Orissa, and at Hugli, some miles above Calcutta.He was stationed at Cossimbazar, and subsequently at Patna.In 1857 the sepoy garrison of the place initiated the mutiny of that year in Patna district, but after a conflict with the European troops were forced to retire from the town, and subsequently laid siege to Arrah.The old province, stretching widely across the valley of the Ganges from the frontier of Nepal to the hills of Chota Nagpur, corresponds to the two administrative divisions of Patna and Bhagalpur, with a total area of 44,197 sq.This supposition is rendered probable by the fact that the opiums most prized by smokers are not those containing most morphine, and that the quality is judged by the amount of soluble matter in the opium, by its tenacity or "" touch,"" and by peculiarities of aroma - the Indian opium, especially the Patna kind, bearing much the same relation to the Chinese and Persian drug that champagne does to y in ordinaire.At the beginning of 1900, however, there was a serious recrudescence of plague at Calcutta, and a malignant outbreak in the district of Patna, which caused I 000 deaths a week.Authentic information respecting the great valley of the Ganges was supplied by Megasthenes, an ambassador sent by Seleucus, who reached the remote city of Patali-putra, the modern Patna.Shortly after passing the holy city of Benares the Ganges enters Behar, and after receiving an important tributary, the Sone from the south, passes Patna, and obtains another accession to its volume from the Gandak, which rises in Nepal.The province of Behar corresponds to the ancient kingdom of Magadha, which comprised the country now included in the districts rof Patna, Gaya and Shahabad, south of the Ganges.In 246 B.C. Asoka is said 1 to have convened at Pataliputra (Patna) the third Buddhist council of one thousand elders (the tradition that he actually convened it rests on no actual evidence that we possess).He seized the capital, Pataliputra, the modern Patna, established himself firmly in the Gangetic valley, and compelled the north-western principalities, Greeks and natives alike, to acknowledge his suzerainty.The word usage examples above have been gathered from various sources to reflect current and historical usage. They do not represent the opinions of YourDictionary.com.Rajendra Prasad (1884-1963) was an Indian nationalist and first president of the Republic of India. He was an important leader of the Indian National Congress and a close coworker of Gandhi.Kautilya (4th century B.C.), also known as Vishnugupta and Chanakya, is traditionally known as the author of the Arthashastra, the celebrated ancient Indian work on polity, and as the counselor of Chandragupta Maurya, the founder of the Maurya empire."
Chhattisgarh,"The provinces may be divided into two tracts of upland and three of plain, consisting of the Vindhya and Satpura plateaus, and the Berar, Nagpur and Chhattisgarh plains.In 1743 Raghoji Bhonsla of Berar established himself at Nagpur, and by 1751 had conquered the territories of Deogarh, Chanda and Chhattisgarh.Chhattisgarh, or ""the thirty-six forts,"" is a low-lying plain, enclosed on every side by hills and forests, while a rocky barrier shuts it off from the Nagpur plain on the west.The British division of Chhattisgarh comprises the three districts of Drug (created in 1906), Raipur and Bilaspur.To the south of the Satpuras and extending along its base from west to east lie successively the Berar, Nagpur and Chhattisgarh plains.The eastern part of the Nagpur country and the Chhattisgarh plain, comprising the Mahanadi basin, form the great rice tract of the province, its heavy rainfall and hard yellowish soil rendering it excellently adapted for the growth of this crop.From remote ages it was governed by kings of the Haihai dynasty of Ratanpur and Raipur, known as the Chhattisgarh rajas, on account of thirty-six forts (garbs), of which they were the lords.South of the Satpuras lies the great plain of Chhattisgarh at a mean elevation above the sea of moo ft.; it has an area of 23,000 sq.The province, therefore, now consists of the five British divisions of Jubbulpore, Nerbudda, Nagpur, Chhattisgarh and Berar, which are divided into the twenty-two districts of Saugor, Damoh, Jubbulpore, Mandla, Seoni, Narsinghpur, Hoshangabad, Nimar, Betul, Chhindwara, Wardha, Nagpur, Chanda, Bhandara, Balaghat, Raipur, Bilaspur, Amraoti, Akola, Ellichpur, Buldana and Wun; and the fifteen tributary states of Makrai, Bastar, Kanker, Nandgaon, Kairagarh, Chhuikhadan, Kawardha, Sakti, Raigarh, Sarangarh, Chang Bhakar, Korea, Sirguja, Udaipur and Jashpur.Of these the most important was that of the Haihayas of Ratanpur, a family which, settled from time immemorial in the Nerbudda valley, had towards the close of the 10th century succeeded the Pandava dynasty of Maha Kosala (Chhattisgarh) and ruled, though from the 16th century onwards over greatly diminished territories, until its overthrow by the Mahrattas in 1745.The word usage examples above have been gathered from various sources to reflect current and historical usage. They do not represent the opinions of YourDictionary.com."
Raipur,"The province, therefore, now consists of the five British divisions of Jubbulpore, Nerbudda, Nagpur, Chhattisgarh and Berar, which are divided into the twenty-two districts of Saugor, Damoh, Jubbulpore, Mandla, Seoni, Narsinghpur, Hoshangabad, Nimar, Betul, Chhindwara, Wardha, Nagpur, Chanda, Bhandara, Balaghat, Raipur, Bilaspur, Amraoti, Akola, Ellichpur, Buldana and Wun; and the fifteen tributary states of Makrai, Bastar, Kanker, Nandgaon, Kairagarh, Chhuikhadan, Kawardha, Sakti, Raigarh, Sarangarh, Chang Bhakar, Korea, Sirguja, Udaipur and Jashpur.Rice is an important crop in Damoh, Jubbulpore, Mandla, Seoni and Chanda, and is the chief staple of Bhandara, Balaghat, and the two eastern districts of Raipur and Bilaspur.A good road has brought Jagdalpur into connexion with the railway at Raipur.The British division of Chhattisgarh comprises the three districts of Drug (created in 1906), Raipur and Bilaspur.From remote ages it was governed by kings of the Haihai dynasty of Ratanpur and Raipur, known as the Chhattisgarh rajas, on account of thirty-six forts (garbs), of which they were the lords.The word usage examples above have been gathered from various sources to reflect current and historical usage. They do not represent the opinions of YourDictionary.com.Har Gobind Khorana (born 1922) was an Indian organic chemist and cowinner of the 1968 Nobel Prize for physiology or medicine. His research in chemical genetics vastly extended our understanding of how the chemicals of a cell nucleus transmit information to succeeding generations of cells.Bhagwan Shree Rajneesh (1931-1990) was a religious leader who developed a following which included many Americans at Poona, India. In 1981 he and many followers moved to a large ranch in central Oregon in the United States and there began to build a small city as a home for his devotees. His unusual form of Indian spirituality, especially known for its encouragement of free sexual activity, attracted many followers as well as considerable controversy."
